"","Planner Group code","Satindex"
"15401","611",5
"15402","612",5
"15403","61A",3.9
"15404","622",5
"15405","631",4
"15406","651",3.6
"15407","31B",4
"15408","31A",4
"15409","85B",4
"15410","84K",4
"15411","322",4
"15412","322",4
"15413","481",4
"15414","612",4
"15415","622",4
"15416","821",4
"15417","82A",4
"15418","84A",4
"15419","852",4
"15420","85A",4
"15421","86L",4
"15422","322",4
"15423","41A",4
"15424","61A",3.9
"15425","622",4
"15426","622",4
"15427","622",4
"15428","631",5
"15429","631",4
"15430","631",3.9
"15431","811",4
"15432","832",4
"15433","841",5
"15434","43A",3.9
"15435","35B",4
"15436","352",4
"15437","431",4
"15438","432",4
"15439","482",4
"15440","61A",4
"15441","622",4
"15442","622",4
"15443","651",4
"15444","651",3.6
"15445","652",4
"15446","82B",2.1
"15447","31A",4
"15448","31B",4
"15449","31B",4
"15450","352",4
"15451","86K",4
"15452","641",4
"15453","322",4
"15454","41B",4
"15455","422",4
"15456","431",4
"15457","621",5
"15458","632",4
"15459","632",4
"15460","472",4
"15461","822",4
"15462","852",1
"15463","31B",1.3
"15464","43A",4
"15465","35B",4
"15466","352",4
"15467","85B",4
"15468","84K",4
"15469","86K",4
"15470","642",5
"15471","322",4
"15472","322",4
"15473","322",4
"15474","411",5
"15475","611",3.9
"15476","612",3.6
"15477","611",5
"15478","61A",4
"15479","622",1.6
"15480","622",4
"15481","621",4
"15482","622",4
"15483","621",4
"15484","632",4
"15485","632",4
"15486","631",1.3
"15487","652",4
"15488","822",4
"15489","822",3.9
"15490","822",3.9
"15491","31B",4
"15492","31B",4
"15493","31B",4
"15494","422",3.9
"15495","432",4
"15496","62A",4
"15497","651",4
"15498","651",4
"15499","81A",4
"15500","81B",4
"15501","82A",4
"15502","84A",4
"15503","31B",3.7
"15504","31B",1
"15505","352",4
"15506","86K",4
"15507","322",4
"15508","322",4
"15509","322",4
"15510","322",4
"15511","47B",4
"15512","47B",4
"15513","47B",4
"15514","481",4
"15515","482",4
"15516","46B",4
"15517","61A",4
"15518","622",4
"15519","622",4
"15520","622",4
"15521","62A",4
"15522","631",3.6
"15523","631",4
"15524","821",4
"15525","43A",4
"15526","35B",4
"15527","312",4
"15528","312",4
"15529","312",4
"15530","312",3.1
"15531","322",4
"15532","322",4
"15533","322",4
"15534","322",4
"15535","322",4
"15536","322",4
"15537","322",4
"15538","322",4
"15539","322",4
"15540","322",4
"15541","322",5
"15542","41A",3.1
"15543","41A",5
"15544","422",5
"15545","422",3.6
"15546","432",5
"15547","431",5
"15548","432",2.6
"15549","432",1
"15550","432",4
"15551","432",3.9
"15552","431",5
"15553","432",5
"15554","431",4
"15555","432",3.6
"15556","431",5
"15557","432",5
"15558","432",4
"15559","441",5
"15560","442",5
"15561","442",4
"15562","441",4
"15563","442",4
"15564","441",4
"15565","481",4
"15566","481",4
"15567","482",4
"15568","482",4
"15569","481",4
"15570","481",3.9
"15571","481",4
"15572","481",4
"15573","482",4
"15574","481",4
"15575","481",4
"15576","481",4
"15577","481",4
"15578","481",2.9
"15579","482",4.4
"15580","481",4
"15581","482",5
"15582","481",4
"15583","481",5
"15584","481",4
"15585","612",5
"15586","612",4
"15587","612",3.9
"15588","612",2
"15589","612",4
"15590","612",4
"15591","612",5
"15592","61A",5
"15593","61A",5
"15594","61A",5
"15595","61A",4
"15596","61A",2.7
"15597","621",4
"15598","621",5
"15599","621",5
"15600","622",4
"15601","621",2.4
"15602","622",3.9
"15603","622",4
"15604","622",4
"15605","621",2.9
"15606","622",4
"15607","622",4
"15608","622",3
"15609","622",5
"15610","621",3.6
"15611","622",3.9
"15612","621",5
"15613","622",5
"15614","622",4
"15615","622",5
"15616","622",5
"15617","622",4
"15618","622",4
"15619","62A",4
"15620","62A",4
"15621","62A",4
"15622","62A",4
"15623","62A",4
"15624","62A",4
"15625","631",1
"15626","631",4
"15627","631",5
"15628","631",4
"15629","632",2.9
"15630","631",4
"15631","631",4
"15632","631",4
"15633","631",4
"15634","632",4
"15635","631",4
"15636","631",4
"15637","631",4
"15638","632",4
"15639","631",4
"15640","632",4
"15641","631",4
"15642","631",4
"15643","631",4
"15644","631",4
"15645","632",4
"15646","651",4
"15647","651",4
"15648","652",4
"15649","652",4.4
"15650","652",4
"15651","652",4
"15652","652",3.6
"15653","651",4
"15654","472",4
"15655","472",4
"15656","472",4
"15657","472",4
"15658","471",4
"15659","471",4
"15660","811",4
"15661","812",4
"15662","812",4
"15663","812",4
"15664","812",4
"15665","81B",4
"15666","81A",4
"15667","81B",4
"15668","81B",4
"15669","81B",4
"15670","81B",5
"15671","822",5
"15672","821",4
"15673","822",4
"15674","821",4
"15675","82B",4
"15676","82B",2.1
"15677","82B",4
"15678","82A",4
"15679","82A",4
"15680","82A",4
"15681","82A",4
"15682","82B",4
"15683","832",4
"15684","832",5
"15685","832",5
"15686","841",4
"15687","842",4
"15688","841",5
"15689","84B",4
"15690","851",4
"15691","851",4
"15692","852",4
"15693","852",4
"15694","851",4
"15695","31A",3
"15696","31B",4
"15697","31B",3.9
"15698","31B",4
"15699","31B",4
"15700","43B",4
"15701","43A",4
"15702","43B",5
"15703","43B",4
"15704","43A",4
"15705","43B",4
"15706","35B",5
"15707","35B",4
"15708","35B",4
"15709","352",3.9
"15710","352",4
"15711","352",3.7
"15712","352",3.7
"15713","352",3.7
"15714","85B",4
"15715","85A",2.3
"15716","85B",5
"15717","85B",4
"15718","85B",4
"15719","85B",4
"15720","85B",4
"15721","881",5
"15722","882",4
"15723","881",4
"15724","881",3.9
"15725","882",4
"15726","882",4
"15727","882",4
"15728","86L",4
"15729","86L",4
"15730","86K",4
"15731","86L",3.9
"15732","86L",3.9
"15733","641",3.6
"15734","642",4
"15735","31L",4
"15736","312",4
"15737","312",4
"15738","312",4
"15739","312",4
"15740","312",4
"15741","312",4
"15742","322",4
"15743","322",4
"15744","322",4
"15745","322",4
"15746","322",4
"15747","322",4
"15748","322",4
"15749","322",4
"15750","411",4
"15751","411",4
"15752","41B",4
"15753","41B",4
"15754","422",5
"15755","422",3.1
"15756","422",4
"15757","422",4
"15758","422",2.9
"15759","422",4
"15760","422",3.9
"15761","422",4
"15762","431",4
"15763","432",4
"15764","432",4
"15765","431",4
"15766","431",4
"15767","432",4
"15768","431",4
"15769","431",4
"15770","431",4
"15771","432",4
"15772","431",4
"15773","431",3.9
"15774","431",3
"15775","431",4
"15776","432",4
"15777","431",5
"15778","431",4
"15779","431",3.9
"15780","442",2.1
"15781","441",5
"15782","442",4
"15783","441",5
"15784","441",5
"15785","442",2
"15786","442",4
"15787","441",4
"15788","47B",4
"15789","481",5
"15790","482",4
"15791","481",4
"15792","481",4
"15793","481",4
"15794","482",4
"15795","46B",4.4
"15796","611",3.9
"15797","612",4
"15798","612",4
"15799","612",4
"15800","611",4
"15801","612",4
"15802","61A",3.6
"15803","61A",4.9
"15804","61A",4.9
"15805","61A",4.9
"15806","61A",4
"15807","61A",4
"15808","622",5
"15809","622",5
"15810","621",4
"15811","622",4
"15812","622",4
"15813","621",4
"15814","622",4
"15815","622",4
"15816","622",4
"15817","622",4
"15818","622",4
"15819","622",4
"15820","622",4
"15821","622",4
"15822","622",4
"15823","62A",4
"15824","62A",4
"15825","62A",4
"15826","632",4.7
"15827","632",3.9
"15828","632",2.1
"15829","632",5
"15830","631",2.7
"15831","631",5
"15832","631",4
"15833","632",5
"15834","632",5
"15835","632",4
"15836","632",4
"15837","631",4
"15838","632",4
"15839","631",4
"15840","632",3.7
"15841","631",4
"15842","632",4
"15843","632",4
"15844","651",2.6
"15845","652",4
"15846","652",3.9
"15847","651",3
"15848","651",5
"15849","652",5
"15850","652",2.6
"15851","812",4
"15852","811",4
"15853","812",4
"15854","812",4
"15855","811",4
"15856","811",4
"15857","811",4
"15858","81A",4
"15859","81B",3.9
"15860","81B",4
"15861","821",4
"15862","822",4
"15863","822",5
"15864","82B",4
"15865","831",1
"15866","832",5
"15867","832",5
"15868","832",5
"15869","842",5
"15870","842",4
"15871","84B",4
"15872","84B",4
"15873","852",3.9
"15874","851",4
"15875","851",4
"15876","851",3.9
"15877","31B",4
"15878","31B",3
"15879","31B",4
"15880","31B",4
"15881","31B",4
"15882","31B",4
"15883","31A",4
"15884","31B",4
"15885","43B",4
"15886","43B",5
"15887","43B",4
"15888","43B",4
"15889","43A",4
"15890","43A",4
"15891","43B",4
"15892","35B",1.4
"15893","35B",4
"15894","35B",1.4
"15895","352",2.6
"15896","352",4
"15897","352",4
"15898","352",4
"15899","352",3.9
"15900","352",4
"15901","85B",5
"15902","85B",1.4
"15903","85B",4
"15904","85B",4
"15905","85A",2.3
"15906","85A",5
"15907","85A",4
"15908","85A",4
"15909","85B",4
"15910","85A",4
"15911","882",4
"15912","881",5
"15913","882",5
"15914","882",4
"15915","882",3.4
"15916","882",4
"15917","86K",4
"15918","642",4
"15919","642",4
"15920","642",4
"15921","641",3.6
"15922","642",3.6
"15923","641",4
"15924","641",3.6
"15925","642",2.9
"15926","31L",3.6
"15927","312",3.57142857142857
"15928","312",4
"15929","312",3
"15930","322",4
"15931","322",4
"15932","322",4
"15933","322",4
"15934","412",4
"15935","411",4
"15936","411",5
"15937","412",5
"15938","412",4
"15939","422",2.42857142857143
"15940","422",3.71428571428571
"15941","422",4.14285714285714
"15942","422",4.57142857142857
"15943","422",3.57142857142857
"15944","422",4.28571428571429
"15945","422",5
"15946","421",5
"15947","431",4.71428571428571
"15948","432",5
"15949","431",2.57142857142857
"15950","431",5
"15951","432",4.42857142857143
"15952","431",5
"15953","431",4.85714285714286
"15954","432",4.57142857142857
"15955","431",2.57142857142857
"15956","431",3.57142857142857
"15957","431",1.57142857142857
"15958","432",3
"15959","432",4.16666666666667
"15960","431",5
"15961","432",3.66666666666667
"15962","431",4.71428571428571
"15963","431",3.85714285714286
"15964","432",2.14285714285714
"15965","431",3.57142857142857
"15966","432",4.14285714285714
"15967","432",4.71428571428571
"15968","431",5
"15969","431",5
"15970","431",3.85714285714286
"15971","432",5
"15972","441",2.71428571428571
"15973","441",1.85714285714286
"15974","441",1
"15975","442",1
"15976","442",4.42857142857143
"15977","441",5
"15978","47B",5
"15979","47B",4.85714285714286
"15980","47B",5
"15981","47B",2.57142857142857
"15982","47B",4.71428571428571
"15983","47B",5
"15984","481",3
"15985","482",5
"15986","482",3.57142857142857
"15987","481",4.71428571428571
"15988","482",4
"15989","481",5
"15990","481",5
"15991","481",4
"15992","481",5
"15993","481",4
"15994","482",4
"15995","482",4
"15996","46A",5
"15997","611",5
"15998","611",5
"15999","612",4
"16000","612",5
"16001","612",5
"16002","612",3.28571428571429
"16003","612",4.14285714285714
"16004","612",3.57142857142857
"16005","612",3.71428571428571
"16006","611",5
"16007","612",5
"16008","612",4.42857142857143
"16009","612",5
"16010","61A",5
"16011","61A",2.71428571428571
"16012","61A",5
"16013","61A",5
"16014","61A",5
"16015","61A",5
"16016","61A",5
"16017","621",5
"16018","622",4
"16019","621",4.57142857142857
"16020","621",5
"16021","621",5
"16022","622",3.42857142857143
"16023","622",5
"16024","622",5
"16025","622",5
"16026","622",5
"16027","622",5
"16028","622",3.57142857142857
"16029","622",2.57142857142857
"16030","622",4
"16031","622",2.28571428571429
"16032","622",5
"16033","62A",5
"16034","62A",4
"16035","62A",2.14285714285714
"16036","632",5
"16037","631",5
"16038","632",4
"16039","631",4
"16040","631",5
"16041","632",5
"16042","632",4
"16043","631",2.71428571428571
"16044","631",4
"16045","631",4
"16046","631",5
"16047","631",2.85714285714286
"16048","631",4
"16049","631",4.28571428571429
"16050","631",5
"16051","631",5
"16052","652",1.57142857142857
"16053","652",5
"16054","652",5
"16055","652",5
"16056","652",3.57142857142857
"16057","652",5
"16058","652",4.28571428571429
"16059","652",5
"16060","651",4
"16061","651",5
"16062","651",5
"16063","652",5
"16064","651",3.57142857142857
"16065","651",4
"16066","472",4
"16067","811",4
"16068","811",4
"16069","811",5
"16070","812",4
"16071","812",4
"16072","812",5
"16073","81B",5
"16074","81A",1
"16075","81B",3.85714285714286
"16076","81B",4
"16077","81A",4
"16078","822",5
"16079","822",4
"16080","822",4
"16081","821",4
"16082","821",4
"16083","822",2.14285714285714
"16084","82B",4
"16085","82A",4
"16086","82A",4
"16087","82A",4
"16088","82A",4
"16089","82A",4
"16090","82A",4
"16091","831",5
"16092","832",5
"16093","832",4
"16094","832",4
"16095","832",5
"16096","831",3.14285714285714
"16097","832",3.14285714285714
"16098","842",5
"16099","841",3.42857142857143
"16100","842",5
"16101","841",5
"16102","84A",5
"16103","84B",5
"16104","84B",4
"16105","84B",4
"16106","84B",4
"16107","84B",5
"16108","852",4
"16109","851",4.85714285714286
"16110","851",4
"16111","852",4
"16112","852",4.71428571428571
"16113","852",4
"16114","851",4
"16115","852",4
"16116","852",4
"16117","852",4
"16118","31B",4
"16119","31B",4.85714285714286
"16120","31B",4
"16121","31B",4
"16122","31B",4
"16123","31B",4
"16124","31B",4
"16125","31B",4
"16126","31A",4
"16127","31B",3.42857142857143
"16128","31B",4
"16129","31B",4
"16130","31B",4
"16131","43A",4
"16132","43A",4
"16133","43A",4
"16134","43B",4
"16135","43B",4
"16136","43A",3.57142857142857
"16137","43B",3.28571428571429
"16138","43A",4
"16139","43A",4.85714285714286
"16140","43B",3.57142857142857
"16141","35B",5
"16142","35B",4
"16143","352",4
"16144","352",4
"16145","352",3.71428571428571
"16146","352",3.71428571428571
"16147","85B",4
"16148","85A",4
"16149","85B",3
"16150","85A",4
"16151","85B",2.28571428571429
"16152","85A",5
"16153","85B",4
"16154","85B",4
"16155","85B",4
"16156","85A",4
"16157","882",5
"16158","882",4
"16159","882",4
"16160","882",4
"16161","881",4
"16162","882",4
"16163","86L",4
"16164","642",4
"16165","641",4
"16166","641",4
"16167","642",3.57142857142857
"16168","642",3.57142857142857
"16169","31L",3.57142857142857
"16170","412",4
"16171","411",3.14285714285714
"16172","412",5
"16173","421",4
"16174","421",5
"16175","422",4
"16176","421",3.57142857142857
"16177","432",4
"16178","432",4
"16179","432",4
"16180","432",4
"16181","431",4
"16182","431",4
"16183","431",4
"16184","431",4
"16185","432",4
"16186","442",4
"16187","441",5
"16188","441",5
"16189","441",4
"16190","441",5
"16191","47B",4
"16192","481",4
"16193","481",4
"16194","482",4
"16195","482",5
"16196","482",5
"16197","612",3.57142857142857
"16198","612",5
"16199","61A",3
"16200","61A",5
"16201","61A",2.71428571428571
"16202","61A",4
"16203","622",4
"16204","622",3.57142857142857
"16205","622",4
"16206","622",5
"16207","621",5
"16208","62A",4
"16209","622",5
"16210","62A",5
"16211","631",4
"16212","631",4
"16213","632",4
"16214","631",4
"16215","631",4
"16216","631",5
"16217","651",4.42857142857143
"16218","651",4
"16219","812",4
"16220","812",4
"16221","812",4
"16222","812",4
"16223","81B",4
"16224","81B",4
"16225","822",4
"16226","832",4
"16227","832",4
"16228","842",5
"16229","841",5
"16230","842",4
"16231","842",4
"16232","84B",4
"16233","84B",5
"16234","84B",5
"16235","31B",5
"16236","31B",4
"16237","31B",4
"16238","42B",4
"16239","43B",4
"16240","43A",4
"16241","43A",4
"16242","43A",3.57142857142857
"16243","35B",4
"16244","352",4
"16245","882",4
"16246","882",4
"16247","882",4
"16248","882",4
"16249","642",4
"16250","322",4
"16251","322",4
"16252","322",4
"16253","431",1
"16254","431",4.42857142857143
"16255","432",5
"16256","431",4
"16257","432",4
"16258","432",4
"16259","441",4
"16260","441",4
"16261","47B",4
"16262","47B",4
"16263","481",5
"16264","482",4
"16265","482",2.85714285714286
"16266","482",4.42857142857143
"16267","481",4
"16268","612",4
"16269","612",5
"16270","611",4
"16271","612",5
"16272","61A",3.57142857142857
"16273","61A",4.85714285714286
"16274","61A",4.85714285714286
"16275","61A",4.85714285714286
"16276","61A",4
"16277","61A",4
"16278","622",3.28571428571429
"16279","622",4
"16280","622",4
"16281","622",5
"16282","622",5
"16283","622",4
"16284","631",5
"16285","631",4
"16286","631",5
"16287","632",4
"16288","631",4.71428571428571
"16289","631",3.85714285714286
"16290","631",5
"16291","632",2.71428571428571
"16292","631",2.14285714285714
"16293","651",3.57142857142857
"16294","651",4
"16295","811",4
"16296","812",4
"16297","811",4
"16298","81A",4
"16299","822",4
"16300","832",4
"16301","832",5
"16302","832",5
"16303","832",5
"16304","84A",4
"16305","84A",4
"16306","84A",4
"16307","851",3.85714285714286
"16308","852",4
"16309","851",4
"16310","31B",3.57142857142857
"16311","31B",4
"16312","31B",3
"16313","43B",4
"16314","43A",4
"16315","43B",5
"16316","43B",4
"16317","43A",4
"16318","35B",4
"16319","352",5
"16320","352",1.42857142857143
"16321","352",3.14285714285714
"16322","85B",5
"16323","85A",4
"16324","85A",4
"16325","882",4.85714285714286
"16326","882",4
"16327","322",4
"16328","322",4
"16329","322",4
"16330","431",1
"16331","431",4.42857142857143
"16332","432",5
"16333","431",4
"16334","432",4
"16335","432",4
"16336","441",4
"16337","441",4
"16338","47B",4
"16339","47B",4
"16340","481",5
"16341","482",4
"16342","482",2.85714285714286
"16343","482",4.42857142857143
"16344","481",4
"16345","612",4
"16346","612",5
"16347","611",4
"16348","612",5
"16349","61A",3.57142857142857
"16350","61A",4.85714285714286
"16351","61A",4.85714285714286
"16352","61A",4.85714285714286
"16353","61A",4
"16354","61A",4
"16355","622",3.28571428571429
"16356","622",4
"16357","622",4
"16358","622",5
"16359","622",5
"16360","622",4
"16361","631",5
"16362","631",4
"16363","631",5
"16364","632",4
"16365","631",4.71428571428571
"16366","631",3.85714285714286
"16367","631",5
"16368","632",2.71428571428571
"16369","631",2.14285714285714
"16370","651",3.57142857142857
"16371","651",4
"16372","811",4
"16373","812",4
"16374","811",4
"16375","81A",4
"16376","822",4
"16377","832",4
"16378","832",5
"16379","832",5
"16380","832",5
"16381","84A",4
"16382","84A",4
"16383","84A",4
"16384","851",3.85714285714286
"16385","852",4
"16386","851",4
"16387","31B",3.57142857142857
"16388","31B",4
"16389","31B",3
"16390","43B",4
"16391","43A",4
"16392","43B",5
"16393","43B",4
"16394","43A",4
"16395","35B",4
"16396","352",5
"16397","352",1.42857142857143
"16398","352",3.14285714285714
"16399","85B",5
"16400","85A",4
"16401","85A",4
"16402","882",4.85714285714286
"16403","882",4
"16404","312",5
"16405","322",4
"16406","322",3.85714285714286
"16407","322",4.14285714285714
"16408","322",4
"16409","322",4
"16410","352",4
"16411","352",3.42857142857143
"16412","421",4.14285714285714
"16413","421",5
"16414","422",5
"16415","422",4.71428571428571
"16416","422",5
"16417","422",2.57142857142857
"16418","422",4
"16419","422",5
"16420","431",4
"16421","431",3.57142857142857
"16422","431",4
"16423","431",5
"16424","431",4
"16425","431",4
"16426","431",4
"16427","431",4
"16428","431",4.71428571428571
"16429","431",4
"16430","431",5
"16431","431",4
"16432","432",4
"16433","432",5
"16434","432",5
"16435","432",2.57142857142857
"16436","432",5
"16437","432",4
"16438","432",3.57142857142857
"16439","441",5
"16440","441",5
"16441","442",5
"16442","442",4
"16443","442",4
"16444","442",4
"16445","442",2.71428571428571
"16446","442",1.85714285714286
"16447","471",4
"16448","472",4
"16449","481",4
"16450","481",5
"16451","481",4
"16452","482",4
"16453","482",4
"16454","482",4
"16455","482",4
"16456","611",3.85714285714286
"16457","611",4
"16458","611",4
"16459","611",4
"16460","611",4
"16461","611",4
"16462","612",4
"16463","612",5
"16464","612",4
"16465","612",3.85714285714286
"16466","612",4
"16467","612",4
"16468","612",4
"16469","612",5
"16470","612",4
"16471","612",4
"16472","612",4
"16473","621",4
"16474","621",5
"16475","621",5
"16476","621",4
"16477","621",2.42857142857143
"16478","622",3.85714285714286
"16479","622",4
"16480","622",4
"16481","622",3.28571428571429
"16482","622",4
"16483","622",4
"16484","622",4
"16485","631",4
"16486","631",4
"16487","631",5
"16488","631",4
"16489","631",2.85714285714286
"16490","631",4
"16491","631",4
"16492","631",4
"16493","631",4
"16494","631",4
"16495","631",4
"16496","631",4
"16497","631",4
"16498","631",4
"16499","631",4
"16500","631",4
"16501","632",4
"16502","632",4
"16503","632",4
"16504","632",4
"16505","632",4
"16506","632",4
"16507","632",4
"16508","632",4
"16509","641",5
"16510","642",5
"16511","651",4.42857142857143
"16512","651",4
"16513","651",4
"16514","652",4
"16515","652",4
"16516","652",4
"16517","652",4
"16518","652",4
"16519","652",4
"16520","811",4
"16521","811",4
"16522","811",4
"16523","812",4
"16524","812",4
"16525","812",4
"16526","812",4
"16527","821",4
"16528","821",4
"16529","832",4
"16530","832",5
"16531","832",5
"16532","832",5
"16533","832",5
"16534","832",5
"16535","832",4
"16536","832",3.85714285714286
"16537","832",5
"16538","832",4
"16539","841",4
"16540","842",5
"16541","842",5
"16542","851",4
"16543","852",4
"16544","852",4
"16545","852",4
"16546","31A",4
"16547","31B",4.85714285714286
"16548","31B",4
"16549","31B",4
"16550","31B",4
"16551","31B",4
"16552","31B",4
"16553","31B",5
"16554","31B",4
"16555","31B",4
"16556","31L",5
"16557","31L",5
"16558","31L",3.85714285714286
"16559","31L",5
"16560","35B",5
"16561","35B",5
"16562","43A",4
"16563","43A",4
"16564","43A",4
"16565","43A",3.57142857142857
"16566","43B",4
"16567","43B",4
"16568","47B",4
"16569","47B",4
"16570","47B",4
"16571","61A",3
"16572","61A",3.85714285714286
"16573","61A",3.85714285714286
"16574","61A",3.85714285714286
"16575","61A",4
"16576","61A",4.85714285714286
"16577","61A",4.85714285714286
"16578","61A",4.85714285714286
"16579","61A",4
"16580","61A",4
"16581","62A",3.5
"16582","81A",4
"16583","81B",4
"16584","81B",4
"16585","82A",4
"16586","82A",5
"16587","82B",4
"16588","84A",4
"16589","84A",4
"16590","84A",4
"16591","84B",4
"16592","85A",3.57142857142857
"16593","85A",5
"16594","85A",4
"16595","85B",4
"16596","85B",4.85714285714286
"16597","422",5
"16598","431",4
"16599","482",4
"16600","622",4
"16601","62A",4
"16602","62A",4
"16603","632",4
"16604","81B",4
"16605","832",5
"16606","85B",5
"16607","642",4
"16608","642",4
"16609","322",3.85714285714286
"16610","352",4
"16611","352",4
"16612","352",4
"16613","352",4
"16614","352",1.42857142857143
"16615","352",4
"16616","352",3.57142857142857
"16617","411",5
"16618","411",4
"16619","411",4
"16620","421",5
"16621","422",5
"16622","422",5
"16623","422",5
"16624","422",4
"16625","422",4
"16626","422",5
"16627","422",5
"16628","431",4
"16629","431",4
"16630","431",4
"16631","431",4
"16632","431",4
"16633","431",4
"16634","431",4
"16635","431",4
"16636","431",4
"16637","432",4
"16638","432",4
"16639","432",4
"16640","432",4
"16641","432",4
"16642","432",4
"16643","432",3.14285714285714
"16644","432",4
"16645","441",3.85714285714286
"16646","441",4
"16647","441",5
"16648","441",4
"16649","441",4
"16650","442",4
"16651","481",4
"16652","481",4
"16653","481",5
"16654","611",5
"16655","611",5
"16656","611",4
"16657","611",4
"16658","612",3.85714285714286
"16659","612",3.57142857142857
"16660","612",5
"16661","612",4
"16662","612",4
"16663","612",5
"16664","612",3.28571428571429
"16665","612",4
"16666","612",4
"16667","612",4
"16668","612",4
"16669","612",5
"16670","621",3.57142857142857
"16671","621",4
"16672","621",4
"16673","622",4
"16674","622",4
"16675","622",5
"16676","622",4.71428571428571
"16677","622",4
"16678","622",4
"16679","622",5
"16680","622",4
"16681","622",4
"16682","622",3.57142857142857
"16683","622",4
"16684","622",5
"16685","622",4
"16686","622",4
"16687","622",5
"16688","622",5
"16689","622",3.42857142857143
"16690","631",5
"16691","631",4
"16692","631",4.85714285714286
"16693","631",4
"16694","631",5
"16695","631",5
"16696","631",4
"16697","631",3.85714285714286
"16698","631",4
"16699","631",4
"16700","631",4
"16701","631",4
"16702","631",4
"16703","631",4
"16704","631",3.85714285714286
"16705","632",4
"16706","632",5
"16707","632",4
"16708","632",4
"16709","632",4
"16710","632",4
"16711","632",3.57142857142857
"16712","632",3.57142857142857
"16713","632",5
"16714","632",4
"16715","632",4
"16716","632",4
"16717","641",4
"16718","641",5
"16719","641",4
"16720","641",4
"16721","642",5
"16722","642",4
"16723","642",4
"16724","642",4
"16725","651",4.42857142857143
"16726","651",4
"16727","651",3.57142857142857
"16728","651",4
"16729","651",4
"16730","652",4
"16731","652",4
"16732","652",3.57142857142857
"16733","652",4
"16734","652",4
"16735","652",5
"16736","652",4
"16737","652",4
"16738","652",4
"16739","652",4
"16740","811",4
"16741","812",5
"16742","812",4
"16743","812",4
"16744","812",4
"16745","812",4
"16746","812",4
"16747","812",4
"16748","821",4
"16749","822",4
"16750","822",4
"16751","822",4
"16752","832",4
"16753","832",4.28571428571429
"16754","832",4
"16755","832",3.71428571428571
"16756","832",4
"16757","832",4
"16758","832",4
"16759","832",4
"16760","832",4
"16761","842",5
"16762","852",4
"16763","852",4
"16764","852",4
"16765","881",4
"16766","881",4
"16767","881",4.85714285714286
"16768","882",5
"16769","882",5
"16770","882",4
"16771","882",4
"16772","882",4
"16773","31A",3
"16774","31A",4
"16775","31B",3.85714285714286
"16776","31B",4
"16777","31B",4
"16778","31B",3
"16779","31B",4
"16780","31B",4
"16781","31L",4
"16782","35B",4
"16783","35B",4
"16784","35B",4
"16785","47B",4
"16786","47B",4
"16787","61A",4
"16788","62A",3
"16789","81B",4
"16790","81B",4
"16791","81B",4
"16792","81B",4
"16793","81B",4
"16794","81B",4
"16795","81B",4
"16796","82A",4
"16797","82B",4
"16798","82B",4
"16799","82B",4
"16800","84B",4
"16801","85A",4
"16802","85A",4
"16803","85A",4
"16804","85A",1
"16805","85A",4
"16806","85A",4
"16807","85A",4
"16808","85B",4
"16809","85B",4
"16810","85B",4
"16811","85B",4
"16812","85B",4
"16813","85B",4
"16814","85B",4
"16815","85B",4
"16816","422",3.85714285714286
"16817","431",5
"16818","431",4
"16819","431",2.14285714285714
"16820","432",4
"16821","442",3.57142857142857
"16822","481",4
"16823","482",4
"16824","611",5
"16825","611",4
"16826","612",4
"16827","612",4
"16828","612",4
"16829","621",4.57142857142857
"16830","622",4
"16831","622",4
"16832","631",4
"16833","631",4
"16834","631",4
"16835","631",4
"16836","632",5
"16837","632",4
"16838","632",4
"16839","641",5
"16840","642",4
"16841","651",4
"16842","651",3.57142857142857
"16843","652",4
"16844","821",3.85714285714286
"16845","821",4
"16846","822",4
"16847","831",4
"16848","852",4
"16849","852",4
"16850","882",5
"16851","882",5
"16852","31B",5
"16853","31B",4
"16854","41A",4
"16855","47B",4
"16856","61A",3
"16857","61A",4
"16858","62A",5
"16859","81B",4
"16860","82B",4
"16861","86L",4
"16862","322",4
"16863","322",4
"16864","322",4
"16865","411",5
"16866","41A",4
"16867","422",4
"16868","422",5
"16869","422",3.57142857142857
"16870","431",4.57142857142857
"16871","431",3.85714285714286
"16872","432",4
"16873","432",5
"16874","432",5
"16875","432",4
"16876","431",4
"16877","431",5
"16878","441",5
"16879","442",3.85714285714286
"16880","441",4
"16881","441",4
"16882","442",4
"16883","47B",4
"16884","47B",4
"16885","481",4
"16886","481",4
"16887","481",4
"16888","481",4
"16889","611",4
"16890","612",3.71428571428571
"16891","612",5
"16892","612",5
"16893","611",4
"16894","612",3.85714285714286
"16895","612",3.57142857142857
"16896","61A",3.85714285714286
"16897","61A",3.85714285714286
"16898","61A",4
"16899","61A",4
"16900","61A",4
"16901","621",4
"16902","621",4
"16903","621",4.85714285714286
"16904","622",3
"16905","62A",4
"16906","62A",4
"16907","62A",3.28571428571429
"16908","62A",4
"16909","631",4
"16910","631",4
"16911","631",4
"16912","631",4
"16913","632",4
"16914","632",4
"16915","631",4
"16916","631",4
"16917","632",4
"16918","631",4
"16919","652",4
"16920","652",4
"16921","652",3.57142857142857
"16922","651",4
"16923","651",1.42857142857143
"16924","651",4
"16925","811",4.85714285714286
"16926","812",4
"16927","822",3.71428571428571
"16928","821",3.85714285714286
"16929","82B",4
"16930","82B",4
"16931","832",4
"16932","832",4
"16933","832",4
